DATA:  SoHO/GOLF (Solar velocity)
----------------------------------
      Time(sec)    Vel(m/s)
----------------------------------
      164400.     0.236449
      164480.     0.785635
      164560.      1.58955
      164640.      2.52065
      164720.      1.68998
      164800.     0.206775
      164880.      1.50322
      164960.      2.12507
      165040.    -0.543896
      165120.     -1.27678
      165200.      2.19568
      165280.      2.57488
      165360.    -0.332887
      165440.     0.718194
      165520.      1.28850
      165600.      1.32460
      165680.     0.719944
      165760.    -0.498841
      165840.    -0.184224
      165920.      2.34202
      166000.      1.97797
      166080.      1.58172
      166160.     -1.28883
      166240.      1.03293
      166320.      1.43552
      166400.     0.284164
      166480.     0.798822
      166560.      1.12189
      166640.     0.597858
      166720.     0.291379
      166800.      2.22764
      166880.     0.503485
      166960.     0.126292
      167040.      2.48860
      167120.      3.04755
      167200.   -0.0324801
      167280.      1.36366
      167360.      2.05874
      167440.      3.19302
      167520.     0.980330
      167600.     0.475056
      167680.      2.40766
      167760.      2.62321
      167840.      1.77898
      167920.     -1.31659
      168000.      2.37121
      168080.      3.32277
      168160.     0.256071
      168240.     0.509871
      168320.     0.863505
      168400.      1.23163
      168480.      1.04461
      168560.    0.0770649
      168640.      1.13875
      168720.      1.67862
      168800.      1.52914
      168880.      1.42256
      168960.     0.818825
      169040.     0.628414
      169120.      1.62313
      169200.     0.846062
      169280.     0.648077
      169360.      2.35640
      169440.     0.836374
      169520.      1.33443
      169600.      1.21779
      169680.      1.36181
      169760.      2.47513
      169840.      2.20539
      169920.     0.873824
      170000.      1.30108
      170080.      2.31537
      170160.      1.92372
      170240.     0.642630
      170320.    -0.130128
      170400.      2.27852
      170480.      2.57124
      170560.    0.0268929
      170640.     0.858536
      170720.      2.30181
      170800.      1.59828
      170880.      1.46618
      170960.      1.61006
      171040.      3.46328
      171120.      2.19391
      171200.      2.35077
      171280.      3.47509
      171360.      3.00326
      171440.      2.34348
      171520.      2.00564
      171600.      3.29450
      171680.      3.64176
      171760.    0.0147381
      171840.      1.16946
      171920.      1.63195
      172000.      1.26186
      172080.      1.98280
      172160.     0.605360
      172240.    -0.361345
      172320.      3.21465
      172400.      1.66563
      172480.      1.46569
      172560.     0.564048
      172640.      2.08366
      172720.      1.79374
      172800.     0.969025
      172880.     0.543399
      172960.      2.42166
      173040.      3.11116
      173120.    -0.706015
      173200.    -0.351912
      173280.      2.74810
      173360.      1.70592
      173440.     0.487057
      173520.   -0.0268024
      173600.      1.05111
      173680.      1.03523
      173760.     0.231533
      173840.    -0.525680
      173920.      1.26546
      174000.      1.87680
      174080.   -0.0299844
      174160.     0.694525
      174240.      2.48455
      174320.     0.168070
      174400.     0.211167
      174480.     0.237441
      174560.     0.279589
      174640.     0.724811
      174720.      1.05829
      174800.     0.856151
      174880.    -0.998937
      174960.      2.21370
      175040.      2.66354
      175120.     0.680140
      175200.      1.15635
      175280.      1.75487
      175360.      1.02462
      175440.      2.58620
      175520.      2.36584
      175600.     0.634685
      175680.     0.798895
      175760.      1.35739
      175840.     0.953240
      175920.    -0.121205
      176000.      2.12956
      176080.      1.21867
      176160.  -0.00330122
      176240.     0.300243
      176320.      1.37027
      176400.      2.19480
      176480.     0.342674
      176560.    -0.174333
      176640.      1.56215
      176720.      2.49595
      176800.      1.36569
      176880.      1.53874
      176960.      3.27661
      177040.      1.21623
      177120.      1.06741
      177200.      2.63572
      177280.     0.628811
      177360.      2.79298
      177440.      3.10646
      177520.   -0.0728824
      177600.   -0.0172214
      177680.      2.23288
      177760.     0.325347
      177840.     0.660315
      177920.      1.41754
      178000.    0.0999473
      178080.    -0.273128
      178160.      1.32117
      178240.      1.27361
      178320.      1.95404
      178400.     0.329474
      178480.      1.16870
      178560.      4.12897
      178640.    -0.540248
      178720.    -0.305037
      178800.      3.28232
      178880.      2.42116
      178960.    -0.127135
      179040.      1.22206
      179120.      3.58655
      179200.     0.770952
      179280.     0.246435
      179360.     0.877090
      179440.      1.80576
      179520.      2.55122
      179600.     0.663678
      179680.    -0.781864
      179760.      3.04672
      179840.      2.55126
      179920.    -0.714222
      180000.    0.0311759
      180080.      2.42605
      180160.      2.57372
      180240.    -0.259666
      180320.     -2.17349
      180400.      3.48600
      180480.      2.97347
      180560.     0.162347
      180640.    -0.353753
      180720.      1.23753
      180800.      2.69829
      180880.      1.48962
      180960.     0.309342
      181040.   -0.0346461
      181120.      2.40976
      181200.      2.56196
      181280.    -0.289822
      181360.      1.70329
      181440.      1.48780
      181520.     0.667908
      181600.     0.821371
      181680.     0.152239
      181760.     0.743063
      181840.      1.30557
      181920.      1.74848
      182000.      1.02938
      182080.     0.139304
      182160.      2.52148
      182240.      1.19755
      182320.      1.75519
      182400.      1.65469
      182480.     0.672486
      182560.      3.69166
      182640.      2.50352
      182720.     0.377318
      182800.      1.17738
      182880.      1.59614
      182960.      1.56569
      183040.      1.11985
      183120.     0.227261
      183200.      1.40286
      183280.      2.27530
      183360.      1.47901
      183440.    -0.251606
      183520.     0.757696
      183600.      2.28035
      183680.      1.23596
      183760.     0.728891
      183840.     0.849569
      183920.      1.01130
      184000.     0.620106
      184080.    -0.103029
      184160.     0.440542
      184240.      1.40406
      184320.    -0.465639
      184400.     0.594353
      184480.     0.196552
      184560.    0.0127019
      184640.      2.62889
      184720.     0.789979
      184800.     0.339371
      184880.     0.128335
      184960.      1.68455
      185040.     0.914928
      185120.    -0.956954
      185200.     -1.15245
      185280.      1.99916
      185360.     0.900133
      185440.     -1.25775
      185520.     0.302009
      185600.      1.26725
      185680.    -0.844407
      185760.    -0.518242
      185840.    -0.472224
      185920.     0.138802
      186000.      1.44130
      186080.    -0.388507
      186160.      2.24530
      186240.      1.38486
      186320.     -1.53589
      186400.      1.65333
      186480.     0.756745
      186560.     0.214637
      186640.     0.600402
      186720.     0.322094
      186800.    -0.343684
      186880.      1.53281
      186960.      1.81409
      187040.     0.156387
      187120.    -0.805012
      187200.     0.377713
      187280.      2.16364
      187360.  -0.00195068
      187440.     0.938885
      187520.      1.85904
      187600.      2.10868
      187680.      1.30033
      187760.     0.494750
      187840.      3.65945
      187920.      1.64102
      188000.    -0.433004
      188080.     0.635421
      188160.      1.59684
      188240.      1.08761
      188320.    -0.357028
      188400.    -0.443641
      188480.      1.51607
      188560.      1.20046
      188640.   -0.0524242
      188720.      1.13191
      188800.     0.913020
      188880.     0.651624
      188960.     0.763736
      189040.      1.75781
      189120.     0.596268
      189200.     0.303101
      189280.     0.889733
      189360.      2.10717
      189440.      1.78558
      189520.     0.628020
      189600.     0.542268
      189680.     0.592646
      189760.      1.53143
      189840.     0.924889
      189920.     0.100897
      190000.      1.33521
      190080.      1.32636
      190160.     0.157276
      190240.     0.511477
      190320.      2.75641
      190400.      1.36844
      190480.     0.443967
      190560.      3.10061
      190640.      1.67222
      190720.      1.28861
      190800.      1.75613
      190880.      2.11419
      190960.      2.29286
      191040.      1.05543
      191120.     0.997272
      191200.      1.01458
      191280.      2.57738
      191360.     0.691522
      191440.     0.882131
      191520.      3.14608
      191600.      3.15387
      191680.      1.58006
      191760.      1.07058
      191840.      2.89545
      191920.      1.51793
      192000.     0.778534
      192080.     0.486133
      192160.      1.78438
      192240.      2.03098
      192320.    -0.732155
      192400.     0.753368
      192480.      2.62643
      192560.     0.585518
      192640.     0.186882
      192720.      2.73187
      192800.      1.02548
      192880.      1.04252
      192960.      2.33836
      193040.      1.77568
      193120.      2.21886
      193200.   0.00690332
      193280.      1.25545
      193360.      2.87919
      193440.     0.984584
      193520.     -1.29133
      193600.      1.89341
      193680.      2.37789
      193760.     -1.02953
      193840.    -0.914341
      193920.      1.12731
      194000.      2.32968
      194080.    0.0514137
      194160.    -0.304722
      194240.     0.405447
      194320.      2.57047
      194400.    0.0240166
      194480.     0.295025
      194560.     0.968475
      194640.      1.18057
      194720.      2.48961
      194800.     -1.13866
      194880.     0.677261
      194960.      2.46698
      195040.      1.78263
      195120.     -1.51249
      195200.    -0.633427
      195280.      2.91487
      195360.      1.21339
      195440.     -1.28825
      195520.    -0.478396
      195600.    -0.345866
      195680.      1.36430
      195760.     0.782342
      195840.    -0.773125
      195920.  -0.00517529
      196000.      1.35369
      196080.    -0.378291
      196160.    -0.301260
      196240.      1.30900
      196320.     0.310355
      196400.     0.474040
      196480.     0.491132
      196560.    -0.282072
      196640.    0.0505710
      196720.      2.70110
      196800.     0.280690
      196880.    -0.293584
      196960.     0.680800
      197040.     0.916041
      197120.     0.698802
      197200.     0.618848
      197280.    -0.473789
      197360.      1.91212
      197440.      2.14169
      197520.      2.02441
      197600.     0.218366
      197680.     0.930793
      197760.      2.44044
      197840.      1.22364
      197920.     0.774207
      198000.    -0.454213
      198080.      2.18528
      198160.      1.87566
      198240.   -0.0357901
      198320.    -0.696270
      198400.      1.39751
      198480.     0.982259
      198560.    0.0480783
      198640.     0.975274
      198720.      1.04453
      198800.     0.212255
      198880.   -0.0324606
      198960.     0.359153
      199040.   -0.0543767
      199120.    0.0975146
      199200.    0.0543104
      199280.     0.716912
      199360.     0.854036
      199440.     -1.57602
      199520.      1.16630
      199600.      1.79059
      199680.     -1.18013
      199760.     0.662153
      199840.      2.55755
      199920.     0.181567
      200000.     -1.41431
      200080.      1.34951
      200160.      1.82511
      200240.      1.57983
      200320.  -0.00141388
      200400.    -0.776738
      200480.      2.15295
      200560.      1.16715
      200640.      1.36052
      200720.     0.218020
      200800.   -0.0146887
      200880.     0.811266
      200960.      1.01477
      201040.     0.420314
      201120.    -0.381273
      201200.     0.634903
      201280.      1.22606
      201360.     0.187729
      201440.     0.290978
      201520.     0.798986
      201600.     0.842114
      201680.     0.223940
      201760.    -0.214696
      201840.      1.77007
      201920.     0.590596
      202000.    -0.535785
      202080.     0.809289
      202160.      1.48393
      202240.   -0.0233249
      202320.    -0.372272
      202400.      2.43275
      202480.    0.0385529
      202560.     -1.35696
      202640.      2.08764
      202720.      1.85588
      202800.    0.0448381
      202880.    -0.724702
      202960.      1.80159
      203040.      1.56758
      203120.     0.913262
      203200.     0.461101
      203280.      1.22515
      203360.      1.60240
      203440.     0.500847
      203520.      2.70872
      203600.     0.329091
      203680.      1.42707
      203760.      2.28529
      203840.      1.22297
      203920.      1.86397
      204000.      1.14623
      204080.    -0.538554
      204160.      2.26067
      204240.      3.64793
      204320.      1.25231
      204400.    -0.215102
      204480.      1.21264
      204560.      2.69662
      204640.      1.57550
      204720.     0.499987
      204800.   -0.0506425
      204880.      1.95905
      204960.     0.939042
      205040.     0.199638
      205120.     0.770546
      205200.      1.50870
      205280.      1.14477
      205360.     0.902566
      205440.      1.51377
      205520.     0.143010
      205600.      1.92292
      205680.      1.43464
      205760.     0.627176
      205840.      2.77492
      205920.      1.50535
      206000.     0.515594
      206080.      1.85925
      206160.      3.25731
      206240.     0.311246
      206320.      1.20821
      206400.      2.13462
      206480.     0.666725
      206560.     0.334067
      206640.     0.228096
      206720.      1.43539
      206800.      2.01569
      206880.     -1.05907
      206960.     0.543043
      207040.      3.50724
      207120.    -0.231002
      207200.     0.414150
      207280.      2.77421
      207360.      2.08601
      207440.    0.0109694
      207520.      2.81008
      207600.      2.07688
      207680.      1.35409
      207760.      1.00023
      207840.      2.58194
      207920.      3.60217
      208000.    -0.150236
      208080.     0.995423
      208160.      3.52678
      208240.      2.72051
      208320.    -0.209220
      208400.      2.75308
      208480.      2.95812
      208560.      3.48040
      208640.      1.49852
      208720.      2.23202
      208800.      2.34236
      208880.      2.12223
      208960.     0.678407
      209040.     0.493908
      209120.      2.86320
      209200.      2.74072
      209280.     0.712055
      209360.      1.75968
      209440.      2.83462
      209520.      4.05070
      209600.      1.07001
      209680.    0.0640615
      209760.     0.542141
      209840.      4.08664
      209920.      1.65694
      210000.    -0.478426
      210080.      2.58922
      210160.      2.49574
      210240.      1.10783
      210320.      1.50946
      210400.      2.20192
      210480.      2.45127
      210560.      1.02029
      210640.     0.555587
      210720.      1.00735
      210800.      1.44890
      210880.      1.01352
      210960.     0.941407
      211040.      3.88901
      211120.      2.98742
      211200.    -0.365371
      211280.      2.00200
      211360.      2.66278
      211440.      1.03596
      211520.      1.91616
      211600.      2.38339
      211680.     0.518012
      211760.      1.62700
      211840.      2.24533
      211920.      1.73241
      212000.      1.87509
      212080.      2.33968
      212160.      1.43718
      212240.     0.291000
      212320.      2.98084
      212400.      1.50138
      212480.     0.590869
      212560.      1.75892
      212640.      1.41898
      212720.      2.69860
      212800.    0.0287903
      212880.      1.90504
      212960.      3.37592
      213040.     0.731098
      213120.     0.173241
      213200.      1.42452
      213280.      3.58019
      213360.      1.37945
      213440.     0.235687
      213520.      2.47311
      213600.      2.67541
      213680.     0.994067
      213760.      1.64343
      213840.      2.18333
      213920.      2.74259
      214000.      1.82051
      214080.      3.48539
      214160.      3.49791
      214240.    -0.237369
      214320.      2.05101
      214400.      3.73027
      214480.      1.34988
      214560.   -0.0837813
      214640.      2.63415
      214720.      3.71486
      214800.     0.638514
      214880.      1.17337
      214960.      3.67710
      215040.      3.87243
      215120.     0.990268
      215200.    -0.425204
      215280.      2.76822
      215360.      1.42850
      215440.      2.06382
      215520.      3.09656
      215600.      1.25976
      215680.     0.705129
      215760.      3.13434
      215840.      2.13438
      215920.      1.31171
      216000.      1.72392
      216080.     0.837200
      216160.      2.49836
      216240.      2.32106
      216320.      1.11599
      216400.      2.22949
      216480.      1.78271
      216560.     0.128559
      216640.      2.58211
      216720.      1.50278
      216800.      2.28231
      216880.      1.70771
      216960.      1.88971
      217040.      2.58017
      217120.      1.00859
      217200.      2.73620
      217280.      2.92776
      217360.     0.739244
      217440.      1.28169
      217520.      2.45074
      217600.      3.69821
      217680.     0.724569
      217760.     0.851091
      217840.      2.96255
      217920.      1.87052
      218000.     0.339241
      218080.     0.824602
      218160.      1.62166
      218240.      2.47765
      218320.      1.69256
      218400.      2.16772
      218480.      2.90124
      218560.      1.41223
      218640.      1.40973
      218720.      4.04357
      218800.      2.23235
      218880.      1.06462
      218960.     0.690280
      219040.      3.16578
      219120.      3.23254
      219200.    -0.340290
      219280.    -0.463502
      219360.      3.14090
      219440.      1.94611
      219520.      1.21485
      219600.     0.615856
      219680.      2.28907
      219760.      2.95282
      219840.     0.548507
      219920.    -0.419988
      220000.      1.34410
      220080.     0.920297
      220160.      1.28427
      220240.      1.50875
      220320.      1.51121
      220400.      3.60054
      220480.      2.58652
      220560.      2.04965
      220640.      3.66265
      220720.      1.80302
      220800.      2.33352
      220880.      2.33919
      220960.      1.68502
      221040.      2.28046
      221120.     0.550345
      221200.      2.90653
      221280.      2.88074
      221360.      1.03804
      221440.     0.458949
      221520.      2.38375
      221600.      1.42531
      221680.     0.611240
      221760.      1.84940
      221840.      3.00936
      221920.      2.79974
      222000.     0.441110
      222080.      2.92681
      222160.      4.41302
      222240.      1.90812
      222320.      2.31533
      222400.      3.16478
      222480.      2.58062
      222560.      1.93034
      222640.      1.13420
      222720.      5.10580
      222800.      3.54520
      222880.    -0.540742
      222960.      2.88581
      223040.      4.71721
      223120.     0.814423
      223200.   -0.0741697
      223280.      3.00984
      223360.      4.35106
      223440.      1.57133
      223520.     0.600095
      223600.      4.24619
      223680.      4.32530
      223760.     0.922421
      223840.     0.741026
      223920.      3.17424
      224000.      2.62785
      224080.      1.88817
      224160.      1.50448
      224240.      1.45368
      224320.      2.29878
      224400.      3.75075
      224480.      1.60808
      224560.     0.663322
      224640.      3.59106
      224720.      4.02702
      224800.    0.0889557
      224880.      1.54352
      224960.      3.49045
      225040.      2.48361
      225120.     0.678049
      225200.      1.84227
      225280.      4.08040
      225360.      2.66216
      225440.     0.893991
      225520.     0.995730
      225600.      4.16132
      225680.      3.44525
      225760.    -0.575835
      225840.      1.66685
      225920.      4.09683
      226000.      1.82877
      226080.     0.931263
      226160.      3.46861
      226240.      2.03437
      226320.      1.64534
      226400.      3.85370
      226480.      1.47878
      226560.      1.08174
      226640.      3.36514
      226720.      2.74846
      226800.      1.14812
      226880.      1.12330
      226960.      2.09002
      227040.      1.89948
      227120.      2.28127
      227200.     0.782767
      227280.      1.26238
      227360.     0.997519
      227440.     0.404604
      227520.      1.92876
      227600.     0.971633
      227680.    -0.215486
      227760.      1.79649
      227840.      1.65608
      227920.     0.914180
      228000.     0.222018
      228080.      1.10718
      228160.      1.72410
      228240.   -0.0398098
      228320.      1.74512
      228400.      2.50808
      228480.      1.35593
      228560.      2.44140
      228640.      3.29344
      228720.      1.27812
      228800.      1.62443
      228880.      2.76869
      228960.      1.89187
      229040.     0.298976
      229120.    -0.409732
      229200.      1.42748
      229280.      1.83767
      229360.     0.292558
      229440.     -1.48934
      229520.      1.36547
      229600.      2.94171
      229680.     0.191228
      229760.    0.0808674
      229840.      3.93064
      229920.      1.54353
      230000.    -0.352318
      230080.     0.148118
      230160.      1.74176
      230240.      1.80940
      230320.   -0.0522058
      230400.     0.813837
      230480.    -0.516673
      230560.      1.64399
      230640.     0.132346
      230720.     0.564094
      230800.    -0.130629
      230880.    -0.156993
      230960.      2.54592
      231040.     0.182858
      231120.      1.34814
      231200.      2.12994
      231280.      1.43217
      231360.      1.53885
      231440.     0.252153
      231520.      2.64603
      231600.     0.285834
      231680.     0.513323
      231760.     0.415495
      231840.     0.935769
      231920.    -0.429213
      232000.    -0.890063
      232080.      2.08813
      232160.      1.53152
      232240.    -0.452918
      232320.      1.85755
      232400.      2.37772
      232480.      1.99873
      232560.     0.955469
      232640.     0.915569
      232720.      3.41802
      232800.      1.58586
      232880.     0.472493
      232960.     0.319916
      233040.      2.53432
      233120.      1.69390
      233200.      2.71883
      233280.      1.22607
      233360.     0.811365
      233440.      1.44004
      233520.      2.03676
      233600.      1.91165
      233680.    0.0289650
      233760.    -0.477852
      233840.      2.03809
      233920.      2.64935
      234000.     0.744742
      234080.    -0.861185
      234160.     0.369321
      234240.      1.78053
      234320.      1.38240
      234400.      1.59607
      234480.    -0.240966
      234560.      1.58742
      234640.      3.26910
      234720.    -0.322143
      234800.     0.698210
      234880.      1.76195
      234960.      2.47071
      235040.     0.396005
      235120.    -0.264963
      235200.      2.17682
      235280.      2.47024
      235360.     0.153163
      235440.      2.34175
      235520.      2.01402
      235600.     0.226963
      235680.     0.995521
      235760.      2.90912
      235840.      2.34921
      235920.    -0.441677
      236000.      3.00259
      236080.      3.52119
      236160.      1.27791
      236240.     0.502085
      236320.      1.96732
      236400.      2.52153
      236480.     0.342733
      236560.    0.0267303
      236640.      3.12036
      236720.      1.64424
      236800.     -1.08719
      236880.     0.520948
      236960.      1.76850
      237040.     0.943689
      237120.     -1.56086
      237200.     0.236907
      237280.      1.59110
      237360.     0.380926
      237440.    -0.478417
      237520.      1.67133
      237600.      1.95180
      237680.    -0.173412
      237760.      1.58471
      237840.      1.90738
      237920.      1.44758
      238000.     0.721343
      238080.    -0.831387
      238160.      3.13982
      238240.      1.05201
      238320.     -1.39099
      238400.      1.73617
      238480.      2.61280
      238560.     0.877423
      238640.    -0.986072
      238720.     0.282860
      238800.      1.78201
      238880.     0.350536
      238960.      2.22633
      239040.     0.401273
      239120.     0.608135
      239200.      2.93792
      239280.      1.53255
      239360.    -0.451979
      239440.     0.889182
      239520.      1.46808
      239600.      2.09562
      239680.     0.466399
      239760.   -0.0903158
      239840.      4.59142
      239920.      2.35648
      240000.    -0.217264
      240080.      1.24677
      240160.      3.03745
      240240.     0.875497
      240320.    -0.383512
      240400.      2.68102
      240480.      3.62499
      240560.    -0.100400
      240640.     0.408534
      240720.      2.71656
      240800.      2.13954
      240880.      1.34011
      240960.      1.41942
      241040.   -0.0212602
      241120.     0.534014
      241200.      2.32591
      241280.     0.550111
      241360.    -0.538510
      241440.     0.597731
      241520.      2.80891
      241600.     0.805857
      241680.     0.663556
      241760.     0.270542
      241840.      2.02111
      241920.     0.991984
      242000.     0.850734
      242080.     0.193892
      242160.     0.733511
      242240.      1.28001
      242320.      1.77110
      242400.      1.13092
      242480.     0.966669
      242560.      1.97505
      242640.      1.63769
      242720.      1.30879
      242800.     0.966183
      242880.   -0.0879734
      242960.      2.95353
      243040.     0.109113
      243120.     0.819720
      243200.      2.82778
      243280.     0.452245
      243360.     0.325453
      243440.      1.66208
      243520.      1.49684
      243600.      1.34257
      243680.   -0.0537289
      243760.      2.10411
      243840.      3.23754
      243920.    0.0860501
      244000.      1.28201
      244080.      1.62845
      244160.      2.90456
      244240.      1.07390
      244320.     0.100069
      244400.      1.98592
      244480.      1.81825
      244560.      2.50641
      244640.     0.419249
      244720.      1.43806
      244800.      1.57140
      244880.     0.923210
      244960.     0.607441
      245040.      2.31237
      245120.      3.61623
      245200.    -0.248022
      245280.     0.875920
      245360.      1.22866
      245440.      3.38713
      245520.      1.78393
      245600.    -0.167414
      245680.      1.95120
      245760.      1.10819
      245840.      2.14500
      245920.      1.83375
      246000.      1.25077
      246080.     0.390259
      246160.     0.599469
      246240.      1.26748
      246320.    -0.788966
      246400.      2.12751
      246480.     0.890695
      246560.     0.229170
      246640.      1.04136
      246720.      1.80278
      246800.    -0.451271
      246880.     0.940687
      246960.      4.04149
      247040.      1.02002
      247120.     0.369720
      247200.     0.997652
      247280.      1.91874
      247360.      1.38522
      247440.     -1.00518
      247520.      1.19671
      247600.      2.45211
      247680.      1.24929
      247760.      1.11430
      247840.    -0.669049
      247920.      1.57120
      248000.      1.87277
      248080.      2.38778
      248160.      1.42397
      248240.     -1.20673
      248320.      1.32421
      248400.      3.76198
      248480.     0.610200
      248560.    -0.840204
      248640.     0.252798
      248720.      2.73686
      248800.      2.58347
      248880.     -1.03981
      248960.    -0.539325
      249040.      2.62997
      249120.      3.21703
      249200.    -0.363862
      249280.    -0.178068
      249360.      2.07586
      249440.      2.12650
      249520.     0.128918
      249600.     0.655247
      249680.      1.95959
      249760.      1.05491
      249840.      3.08487
      249920.  -0.00446790
      250000.      1.66546
      250080.      3.04102
      250160.     0.459251
      250240.      1.63071
      250320.      2.41708
      250400.      2.10339
      250480.     0.806838
      250560.      1.25712
      250640.      3.11708
      250720.      1.28628
      250800.    -0.620758
      250880.      2.78579
      250960.      4.43071
      251040.    -0.804747
      251120.      1.36587
      251200.      3.32053
      251280.      1.89698
      251360.     0.442474
      251440.      2.92142
      251520.      5.27799
      251600.     0.102967
      251680.     0.345575
      251760.      2.45500
      251840.      4.30715
      251920.   -0.0817667
      252000.    -0.487121
      252080.      3.59896
      252160.      2.50889
      252240.     0.447978
      252320.      4.42529
      252400.      3.74535
      252480.      1.35031
      252560.      1.05352
      252640.      3.51143
      252720.      2.28664
      252800.    -0.373352
      252880.     0.323179
      252960.      3.55943
      253040.      3.17458
      253120.     0.874259
      253200.      1.54295
      253280.      3.81695
      253360.      3.34952
      253440.      1.22587
      253520.      1.55294
      253600.      2.20785
      253680.      2.59714
      253760.      3.36667
      253840.      1.56555
      253920.    -0.413949
      254000.      2.13373
      254080.      2.62724
      254160.     0.881571
      254240.      1.17393
      254320.      2.10012
      254400.      2.63121
      254480.      2.20170
      254560.      1.81006
      254640.      2.86621
      254720.      3.82883
      254800.      1.58724
      254880.    0.0618244
      254960.      3.76933
      255040.      3.01625
      255120.    -0.282561
      255200.      2.89168
      255280.      4.36056
      255360.      2.04896
      255440.     0.440769
      255520.      2.20930
      255600.      2.67613
      255680.      2.63914
      255760.      4.13561
      255840.      1.32729
      255920.     0.273561
      256000.      3.74600
      256080.      1.55434
      256160.      1.46487
      256240.      2.06923
      256320.      2.53676
      256400.     0.370854
      256480.      1.18218
      256560.      2.11111
      256640.     0.580311
      256720.      1.59299
      256800.      3.30351
      256880.      1.92515
      256960.      1.13442
      257040.      1.29147
      257120.      4.75011
      257200.      2.05757
      257280.      1.29121
      257360.      2.27438
      257440.     0.313098
      257520.      3.60029
      257600.      1.80074
      257680.     0.799880
      257760.      2.56601
      257840.      1.20924
      257920.     0.852519
      258000.      2.56458
      258080.      1.68509
      258160.      1.30450
      258240.      1.10874
      258320.      4.08547
      258400.      2.87215
      258480.      1.85870
      258560.     0.354337
      258640.     0.879850
      258720.      2.74221
      258800.     0.297690
      258880.      1.78756
      258960.      2.26700
      259040.      2.09414
      259120.      1.52627
      259200.     0.727960
      259280.      1.47133
      259360.      1.82142
      259440.      2.45998
      259520.     0.509842
      259600.      1.06340
      259680.      1.58853
      259760.      1.39209
      259840.     0.400723
      259920.      1.60716
      260000.      3.22338
      260080.      2.24117
      260160.     0.198603
      260240.      2.72191
      260320.      3.26135
      260400.     0.661858
      260480.      1.46329
      260560.      2.81140
      260640.      1.17070
      260720.      1.68171
      260800.      2.46524
      260880.      1.50377
      260960.     0.429296
      261040.      1.18016
      261120.      2.18778
      261200.      1.30536
      261280.      2.43636
      261360.      2.79020
      261440.      2.17421
      261520.      2.19025
      261600.      1.67321
      261680.      1.36935
      261760.      1.29975
      261840.      3.95581
      261920.      1.81539
      262000.     0.801007
      262080.      2.29809
      262160.      3.22322
      262240.      1.98656
      262320.     0.914228
      262400.      2.53591
      262480.      3.79124
      262560.      3.58119
      262640.      1.49772
      262720.      2.52010
      262800.      3.11396
      262880.      2.75600
      262960.      2.97722
      263040.      1.20725
      263120.      2.16513
      263200.      2.43819
      263280.      2.94524
      263360.      3.35836
      263440.    -0.759814
      263520.      3.28259
      263600.      4.17035
      263680.      2.35004
      263760.    -0.480840
      263840.     0.344079
      263920.      3.80575
      264000.      1.88448
      264080.    -0.608451
      264160.    -0.146781
      264240.      2.05654
      264320.      3.11729
      264400.      2.37139
      264480.     -1.27151
      264560.      1.43161
      264640.      4.27156
      264720.     0.399439
      264800.    -0.164962
      264880.      2.61457
      264960.      3.27832
      265040.     0.121909
      265120.      1.06497
      265200.      3.42717
      265280.      1.23526
      265360.      1.75763
      265440.      2.65857
      265520.      1.89963
      265600.     0.376118
      265680.      1.19484
      265760.      2.93161
      265840.      1.64280
      265920.    -0.736653
      266000.      2.71974
      266080.      3.78192
      266160.    -0.483900
      266240.     0.550257
      266320.      3.53656
      266400.      3.17751
      266480.     0.198050
      266560.     0.159886
      266640.      3.77717
      266720.      2.54321
      266800.    -0.642673
      266880.     0.960054
      266960.      3.05656
      267040.     0.988410
      267120.     0.964185
      267200.      2.77905
      267280.      2.01737
      267360.     -1.29473
      267440.      1.60367
      267520.      6.03104
      267600.     0.395753
      267680.     -1.76578
      267760.      3.19411
      267840.      4.43512
      267920.     0.219601
      268000.      1.48860
      268080.      3.91771
      268160.      2.62025
      268240.   -0.0533509
      268320.      1.69144
      268400.      1.67116
      268480.      1.22870
      268560.      2.10862
      268640.      2.51724
      268720.      2.18861
      268800.      1.38943
      268880.      2.30598
      268960.      1.54673
      269040.      2.17533
      269120.      1.50828
      269200.     0.597535
      269280.      2.78987
      269360.      1.49699
      269440.     0.893686
      269520.      4.48532
      269600.      3.22864
      269680.     0.223227
      269760.      2.52019
      269840.      3.92509
      269920.      1.08428
      270000.      1.10234
      270080.      2.59803
      270160.      4.12524
      270240.     0.369547
      270320.     0.514063
      270400.      2.41540
      270480.     0.590146
      270560.      2.62421
      270640.      2.70848
      270720.    -0.185219
      270800.      2.45028
      270880.      2.99894
      270960.     0.230857
      271040.      3.02520
      271120.      2.27651
      271200.      1.37575
      271280.      1.32363
      271360.      1.74465
      271440.      1.21844
      271520.    -0.121810
      271600.      1.98522
      271680.      4.37974
      271760.     0.962181
      271840.      1.37477
      271920.      2.67767
      272000.      3.00654
      272080.      3.55108
      272160.      2.77758
      272240.      2.56185
      272320.      2.75308
      272400.      3.77598
      272480.      3.27754
      272560.      1.56841
      272640.      2.31106
      272720.      2.59389
      272800.      3.55787
      272880.      1.95092
      272960.      2.32402
      273040.      3.63067
      273120.      2.44528
      273200.      2.71607
      273280.      3.20930
      273360.      3.49108
      273440.      2.59436
      273520.      2.96227
      273600.      2.77462
      273680.      2.31217
      273760.      1.76138
      273840.      3.41401
      273920.      1.30172
      274000.     0.996141
      274080.      2.19083
