DATA:  SoHO/GOLF (Solar velocity)
----------------------------------
      Time(sec)    Vel(m/s)
----------------------------------
      68720.0      4.25828
      68800.0     0.909139
      68880.0    -0.861805
      68960.0    0.0161354
      69040.0      1.99776
      69120.0      1.73189
      69200.0     -1.18445
      69280.0     0.102812
      69360.0      1.09488
      69440.0      1.93401
      69520.0      2.23800
      69600.0    -0.934192
      69680.0    -0.294868
      69760.0      2.96660
      69840.0      2.41637
      69920.0     0.201730
      70000.0   -0.0271445
      70080.0      2.95987
      70160.0      2.24816
      70240.0     -1.93966
      70320.0     -1.01050
      70400.0      1.24106
      70480.0     0.644885
      70560.0    -0.100641
      70640.0     0.407902
      70720.0    -0.552178
      70800.0      1.69996
      70880.0      1.40407
      70960.0    0.0487838
      71040.0     -1.06622
      71120.0    -0.311889
      71200.0      1.25136
      71280.0      2.85026
      71360.0      1.34042
      71440.0     0.235152
      71520.0      1.97791
      71600.0      2.94072
      71680.0     -1.32427
      71760.0      1.14023
      71840.0      3.31024
      71920.0      1.92425
      72000.0    0.0910648
      72080.0      1.19554
      72160.0      2.42454
      72240.0      1.04008
      72320.0    -0.592947
      72400.0      1.94692
      72480.0      2.07586
      72560.0     0.454753
      72640.0     0.296613
      72720.0    0.0843088
      72800.0     0.378122
      72880.0      1.13646
      72960.0     -1.12575
      73040.0     -1.66599
      73120.0      1.65047
      73200.0     0.571494
      73280.0   -0.0644864
      73360.0    0.0572515
      73440.0     0.991567
      73520.0    -0.935443
      73600.0      1.40282
      73680.0     0.685052
      73760.0    -0.240230
      73840.0     0.256351
      73920.0      1.02856
      74000.0     0.781515
      74080.0      1.98789
      74160.0     0.455284
      74240.0    0.0967771
      74320.0     0.279085
      74400.0     0.934063
      74480.0      1.86733
      74560.0     -1.03613
      74640.0      1.46161
      74720.0      1.95331
      74800.0     0.829795
      74880.0    -0.687500
      74960.0      1.92952
      75040.0      2.97629
      75120.0     0.633788
      75200.0    -0.399218
      75280.0      1.44109
      75360.0      2.33522
