HK/   AAT og VLT:
Raw weights
                                                                                
8182 data points:
0001-5169  (5169 data points)   AAT/UCLES i Australien
5179-8182  (3013 data points)   VLT/UVES (ESO) i Chile
                                                                                
    Time (sec)    Data(m/s)    sigma(m/s)
-------------------------------------------
      600539.      2.38346      1.50793
      600558.     -1.48625      1.46843
      600577.     0.736620      1.48560
      600597.     0.295190      1.47987
      600616.      2.08541      1.47256
      600635.     -1.37713      1.66618
      600654.      1.38785      1.52628
      600672.     0.195860      1.39721
      600691.      1.58880      1.63023
      600712.     0.218780      1.65743
      600731.    -0.823800      1.54333
      600750.     -2.63528      1.46889
      600769.    -0.809250      1.43248
      600789.   -0.0270100      1.31435
      600807.     -2.42366      1.57577
      600826.     -3.23573      1.58694
      600845.     -2.36419      1.68424
      600864.     -1.13051      1.43151
      600883.    -0.330130      1.67273
      600903.     0.190970      1.51696
      600922.      1.50280      1.49155
      600941.      2.62565      1.70063
      600960.     -2.67229      1.55285
      600979.      2.04864      1.43455
      600998.     0.803120      1.62453
      601017.     -1.23612      1.81176
      601038.     -2.69605      1.58291
      601057.   -0.0100500      1.49646
      601076.     -2.07731      1.54425
      601095.     0.563210      1.43195
      601114.     -1.93497      1.61028
      601133.     -3.75285      1.68507
      601153.     -4.27836      1.71756
      601172.     0.997330      1.58104
      601192.     0.821870      1.71029
      601211.     -3.51993      1.38946
      601230.      1.24815      1.59597
      601249.    0.0303700      1.58148
      601268.     -2.88204      1.65838
      601287.     -2.78814      1.68099
      601307.      3.66653      1.83130
      601326.    -0.215500      1.60771
      601346.     0.584380      1.66007
      601365.      6.01180      2.87939
      601384.     -2.02213      1.51107
      601403.      1.54577      1.53575
      601422.      1.96908      1.49824
      601441.     0.310120      1.49554
      601461.      3.32677      1.54020
      601481.     0.944580      1.56472
      601501.      2.40519      1.58624
      601521.    -0.835420      1.60362
      601733.     -2.72360      1.87345
      601752.      1.62936      1.41101
      601771.     -1.66128      1.66670
      601791.      1.85383      1.46706
      601811.      2.00322      1.46978
      601830.      1.68687      1.45558
      601848.     -1.03222      1.56662
      601868.      1.37187      1.57235
      601887.    -0.709660      1.50643
      601907.    -0.918610      1.45613
      601969.    -0.604570      1.32301
      601988.     0.201470      1.45125
      602007.     -2.04477      1.51265
      602026.     -2.89018      1.49719
      602045.    -0.712360      1.47079
      602065.     -1.73833      1.56057
      602085.     0.664720      1.54554
      602104.      1.66332      1.54885
      602123.      1.47228      1.58271
      602142.      2.51983      1.47418
      602161.     0.694360      1.46383
      602184.      2.99497      1.71920
      602204.      3.29872      1.44526
      602224.      1.40135      1.40992
      602245.      1.19242      1.56507
      602265.     0.127820      1.57259
      602285.      2.96572      1.57819
      602304.    -0.400300      1.53128
      602323.     -1.52417      1.54515
      602341.     -2.32823      1.58544
      602361.     -2.65711      1.34966
      602381.    -0.224280      1.37436
      602400.      1.39987      1.59586
      602419.      1.60259      1.43248
      602439.      3.29713      1.64720
      602458.   -0.0122900      1.35095
      602478.     0.284060      1.46618
      602497.     0.773300      1.24611
      602515.    -0.637150      1.37110
      602535.   -0.0599500      1.54857
      602553.      1.90288      1.65861
      602571.     -2.16442      1.91423
      602590.     -3.36528      1.78119
      602609.    -0.457520      1.42605
      602628.     -3.13423      1.58266
      602649.      4.21971      1.91159
      602668.    -0.315850      1.53450
      602687.      1.44045      1.55522
      602706.     0.901960      1.63942
      602725.      1.58557      1.50465
      602744.     -1.77485      1.76346
      602763.     -2.51149      1.60278
      602782.     0.406240      1.46405
      602801.     0.852550      1.46556
      602821.     -2.39770      1.60400
      602839.     -2.07968      1.47850
      602856.     -1.75510      2.36401
      602876.    -0.900060      1.88098
      602898.    -0.260000      1.59443
      602916.     -6.34644      2.28525
      602935.     -4.45713      1.65512
      602954.     -3.33976      1.71663
      602973.      1.50452      1.59878
      602993.     -2.06569      1.55290
      603014.      2.74840      1.70670
      603033.      2.43641      1.59767
      603052.    -0.948540      1.66554
      603070.    -0.231300      1.60775
      603089.      2.60822      1.49427
      603110.      1.13711      1.75275
      603128.      4.66956      1.92713
      603148.      1.24206      1.69194
      603165.    0.0224800      1.65309
      603183.    0.0474900      1.78895
      603201.    -0.945710      1.86561
      603220.     0.376970      1.59584
      603239.     -2.85898      1.66331
      603257.     -3.01009      1.77216
      603276.     -1.85810      1.83305
      603294.      2.26069      1.58465
      603313.      1.22562      1.63608
      603332.      1.04307      1.64870
      603352.      1.71088      1.58232
      603370.     0.299960      1.62260
      603389.     -1.15909      1.59027
      603407.    -0.553030      1.38480
      603425.   -0.0824700      1.54346
      603444.      2.73759      1.46626
      603462.      2.28822      1.73644
      603482.     -2.33191      1.87490
      603504.     0.270400      1.76064
      603522.      1.02207      2.11221
      603542.     0.663850      1.73760
      603561.     -1.04679      1.78955
      603581.     -2.09402      2.04135
      603600.    -0.479450      1.95412
      603619.     -2.04698      1.55323
      603637.     -1.21886      1.75221
      603655.    -0.544200      1.51707
      603676.     -3.28322      1.66283
      603694.      1.39300      1.70975
      603712.     -3.21009      1.70075
      603730.    -0.140770      1.82285
      603749.     -1.61233      1.89023
      603768.      1.74003      1.61859
      603788.    0.0694800      1.72901
      603808.      4.56420      1.83375
      603826.     0.799850      1.59642
      603844.      1.71204      1.76206
      603862.      3.04362      1.50142
      603883.    -0.187360      1.81238
      603902.      1.51777      1.69695
      603922.     -1.49313      1.79180
      603940.      3.10224      1.70490
      603958.      4.18688      1.86726
      603978.      4.27953      1.61822
      603998.     0.955190      1.69290
      604017.      3.51157      1.89941
      604036.      3.66783      1.77099
      604055.     0.531890      1.83101
      604075.     -1.77688      1.47445
      604095.      3.27869      1.86392
      604113.     -1.43355      1.97432
      604134.     0.113260      1.58567
      604153.    -0.592840      1.73310
      604173.     -3.78289      2.02767
      604191.     -1.86337      1.81813
      604211.    -0.218890      1.74959
      604231.     -2.58294      1.80290
      604250.     0.514850      1.93511
      604269.     -2.04194      1.60113
      604290.     -3.95988      1.90397
      604310.     -1.01455      1.91334
      604329.    -0.236390      1.65889
      604349.     0.416540      1.68538
      604370.     0.430770      1.67791
      604389.    0.0974600      1.99641
      604408.     -1.08846      2.49673
      604428.     0.689390      1.79663
      604448.      3.29596      1.64734
      604468.      1.12304      1.76618
      604487.      3.35418      1.70382
      604505.      1.41129      1.70573
      604524.     -2.08877      1.80255
      604545.      6.84995      5.71897
      604564.     -4.32171      1.80171
      604584.     -4.95868      1.86764
      604603.     -4.55252      1.81946
      604622.     -3.11562      1.52249
      604641.     -6.03938      1.81489
      604660.      1.57934      2.18859
      604678.     -2.99030      1.87390
      604698.     -2.07858      1.85340
      604718.     -5.19253      1.85727
      604737.      1.74409      1.83874
      604756.     -2.01174      1.73551
      604773.      1.22196      1.69890
      604792.     0.428270      1.72560
      604810.     0.834360      1.65103
      604830.      1.33572      1.63098
      604849.      2.36574      1.76824
      604867.      2.06808      1.84113
      604885.      2.57552      1.72528
      604904.      3.41909      1.99524
      604923.    -0.367800      1.65961
      604942.      1.79107      1.84308
      604960.    -0.295780      1.74511
      604979.     -2.33366      1.65881
      604998.    -0.970770      1.69870
      605017.     -3.19819      1.75657
      605036.    -0.478370      1.89667
      605054.     -2.32285      2.07457
      605074.     -5.92388      1.81146
      605094.     -1.13362      1.67681
      605112.     -4.48549      1.72063
      605130.    -0.539630      1.90194
      605150.    -0.857540      1.80732
      605168.     0.609280      1.89737
      605187.     -3.14615      1.82875
